Gene,Top_1,Top_2,Top_3,Top_4,Top_5,Score_1,Score_2,Score_3,Score_4,Score_5
TRIM32,TMEM237,TCTN2,EVC2,PKD1L1,BBS10,5.22715511032329,4.277593742667452,4.182231175747651,3.3524162596388853,3.245016780687484
IFT43,CBY1,WDR19,IFT122,WDR35,RFX3,5.20582855213968,5.180717053415852,5.091467078975602,5.008341507350987,4.911283314088864
CBY1,IFT43,IFT22,CLUAP1,TMEM138,SMO,5.20582855213968,4.888836074503003,4.508940802781378,4.285766729120258,4.252898283077491
CEP97,C2CD3,CEP162,TBC1D7,CCP110,TOPORS,5.170930660026192,4.583323021696801,4.303971298990261,4.298468145648425,4.288202858798261
OFD1,IFT57,CEP164,RAB3IP,CEP290,PCM1,5.158595016865393,3.3010727003839744,3.116453843537859,3.0482019029345624,2.964892693643538
TUBB2B,TUBB2A,TUBA1A,RAN,TUBB3,TBCC,5.1535260027912395,3.970810491267196,3.746219688007494,2.8762109167150247,2.648083524014784
CROCC,SUFU,FUZ,RPGRIP1L,BBS1,TMEM138,5.138038647968898,4.053434515900152,3.4858547009569723,3.434885978600417,3.3936511191196512
SNAP29,RAB8A,TMEM138,RAB10,TBC1D7,DVL1,5.104025345027557,4.570701316832695,4.4306359786029095,3.812704714547782,3.634207809067903
RILPL1,SUFU,IFT122,DVL1,SNAP29,SMO,5.0904910697203105,4.1225258767498465,3.8577517378469146,3.498690573488455,3.0846034032032668
ALMS1,C2CD3,BBS10,KIAA0586,SCLT1,CEP89,5.089850506533519,4.963142453572072,4.961689070992676,4.189803818618945,3.9502796458041027
TTK,PLK1,NEK2,STIL,NUP35,SASS6,5.050103871678382,4.390388166993657,2.748748762306888,2.6584174478266824,2.4208209180847917
FOXJ1,FUZ,TEKT2,DNALI1,ROPN1L,ZMYND10,5.0457110702567425,4.79400816982673,4.6112752339703,4.113333097424729,4.1098188917788985
PARD6A,TMEM138,IFT52,CFAP20,TOPORS,GLI1,5.043751018119995,4.260368144380019,4.20846331992957,4.022441375944009,3.786204607184536
TMEM138,PARD6A,SNAP29,HYLS1,CBY1,INPP5E,5.043751018119995,4.570701316832695,4.357266885057706,4.285766729120258,4.261114978441561
CEP104,CEP164,IFT172,BBS4,KIF3B,EFHC1,5.0244255005898255,4.31736123810035,4.019827616723182,3.972482438968254,3.963952324970668
CEP164,CEP104,BBS5,CEP290,IFT27,BBS7,5.0244255005898255,4.491535451673424,4.421471337289617,3.5652824106985994,3.4185424824063633
DNAAF3,ZMYND10,RSPH4A,DNALI1,TEKT2,RSPH1,5.015771533801089,3.8348710635323586,3.782657814276932,3.524332989871688,3.4502344806626777
CEP89,CCP110,ALMS1,PCNT,HYLS1,CBY1,4.9764119055264295,3.9502796458041027,3.8999870160593755,3.8410540069075445,3.7976205662743006
CCP110,CEP89,CEP97,SPA17,TCTN1,CEP290,4.9764119055264295,4.298468145648425,4.017482676091082,3.9290142362672498,3.8842074161233713
KIAA0586,ALMS1,PKD1L1,SCLT1,CEP83,PCNT,4.961689070992676,4.4471371747528705,4.101359652928611,4.073494705582759,3.915077692381227
CEP250,PCNT,STIL,C2CD3,TMEM237,VHL,4.944222156816405,4.015694503995031,3.5490452483867756,3.333002798485609,3.0807696070279764
SNAP25,AGBL4,EXOC6,EXOC6B,ABLIM1,PARD3,4.936098797616417,2.626003616298211,2.5682453447915554,2.434775677494269,2.264581605499343
MNS1,DPCD,ARL3,IFT22,DRC1,DNALI1,4.904799408688467,3.6019422984201817,3.1891567646877443,3.1204862429868454,3.035809308614689
SPAG17,HYDIN,TTC29,DNAH9,DNAI1,NPHP1,4.892316672138464,4.195845847214384,4.188329514262282,4.173133442182212,4.06793487259133
CEP19,BBS10,IFT22,LCA5,CEP89,CEP135,4.842745708627029,4.111452519486536,3.8022711615371874,3.0254792664987873,3.0241525066888997
KIF3C,BBS7,TTC21B,KIF3A,RAB11FIP3,KIF3B,4.808636501497653,3.880874820838655,3.8471492035255896,3.679230866087452,3.5601063502333203
TUBE1,BBS5,SPAG16,TTC8,WDR19,KIF3A,4.804617031224993,3.7380787525509103,3.685394653664837,3.6636971012825787,3.489735028391448
ARL13B,IFT88,IFT22,ARL6,RPGRIP1L,TRAF3IP1,4.769863756306408,4.63627029519242,4.491049857870152,4.143812785486772,4.053811181966684
TULP3,IFT52,IFT22,WDR35,ARL3,NUP35,4.738175111160153,4.194744326034958,3.1289406263055515,3.0233536594238872,3.0009957671991305
CEP41,IFT27,IFT22,IFT52,CLUAP1,DPCD,4.722620385329925,4.356587276933951,4.181502656048409,4.047430090427163,3.8482119039916607
STK38L,TNPO1,GSK3B,TUBGCP3,EXOC5,RAB10,4.716207014702962,4.107598088036145,3.9040871659763114,3.678695261954422,3.5353380411361903
CEP135,CEP290,CEP97,SMO,SMO,PCNT,4.707849001609195,4.221523569006043,3.452976662354034,3.452976662354034,3.3077576564514306
MKKS,RPGRIP1L,BBIP1,SSNA1,CBY1,MDM1,4.707636312611809,4.647471708004704,4.3422156301972,3.6350915897493747,3.5531443997621404
ORC1,TUBGCP3,TUBGCP4,POC1A,EHD3,NUP62,4.707315731940308,4.128789783624095,3.1773365616193883,3.1079153694446,2.957589790279772
NEK1,BBS9,EXOC6B,TTC21B,SPAG16,TRAPPC9,4.673539045557606,4.599483069850573,4.552244874976774,4.52290055067526,4.5139273212998265
BBIP1,MKKS,TMEM237,SPATA7,BBS7,BBS9,4.647471708004704,4.266501058681869,4.041218039208598,3.979873671958211,3.900387343571091
TTLL9,DNAI1,DNAH1,CCDC40,WDR35,DNAH2,4.64077497719832,4.385698599530137,4.374702509565402,3.6387606930606484,3.353580311073695
OCRL,RP2,NEK4,INPP5E,XPNPEP3,PRKACA,4.617256000953426,3.5573143947948265,3.4836253293477366,3.028426836533404,2.981116906127885
RP2,OCRL,PRKACA,PRKACA,NUP62,RAB8B,4.617256000953426,4.593638150611772,4.558207883454255,4.025798589914379,3.899405142405628
INPP5E,TUBGCP6,TUBGCP6,TMEM138,WDR35,B9D2,4.612925189942124,4.552760585335019,4.261114978441561,3.854004782989189,3.786771400410963
RAB11FIP3,HTT,HTT,PKD1,KIF3C,SUFU,4.606372772468676,4.572279496524651,3.8373916217587913,3.679230866087452,3.5163184292674994
PRKACA,RP2,RP2,ARL3,TUBGCP3,TUBGCP2,4.593638150611772,4.558207883454255,3.6811678621372277,3.464593406736502,3.436876186777643
CEP162,CEP97,C2CD3,EFHC1,CEP290,BBIP1,4.583323021696801,4.298607870650475,3.920695906463572,3.402917443446355,3.3945456478266514
ODF2,FUZ,SCLT1,PCNT,NUP37,PCM1,4.5273081327662075,4.201457921191611,4.084434055552499,3.4976497308670034,3.4198916744786976
XPNPEP3,C2CD3,IFT122,CLUAP1,TUBGCP5,NUP93,4.491741737476606,4.398626363013351,4.374702134713983,4.2135692035917325,3.644390702407893
TTLL3,WDR35,CCDC40,CEP131,AGBL2,NPHP4,4.472463303405017,3.830939770285431,3.4802220803371693,3.14230445970692,2.892505447160698
CTNNB1,RAB1A,ASAP1,PAFAH1B1,PCM1,FNBP1L,4.472167796688597,4.173100550987854,3.670565326149459,3.655019723139948,3.4395490022504567
SPA17,DPCD,TEKT2,CCP110,ZMYND10,DNALI1,4.462820353637704,4.124412623846675,4.017482676091082,4.000841033741416,3.9052461619767938
RAB15,PKD1,BBS10,PDZD7,FBF1,SPATA7,4.461746366831132,3.360827456864118,2.989050545170553,2.58226212017629,2.56140117727902
MYO7A,SMO,PARD6A,GLI1,ABLIM3,TBC1D30,4.457879810685975,2.4622636532975846,2.4208411299768335,2.3766070009961915,2.34590718287901
SMO,MYO7A,CBY1,CBY1,MYO15A,MYO15A,4.457879810685975,4.252898283077491,4.0924593374585445,4.089152368918886,3.9741711245586413
PKD1L1,KIAA0586,TCTN2,TRIM32,PDZD7,EVC2,4.4471371747528705,4.3959174650614266,3.3524162596388853,2.8816105729101675,2.637403129790795
POMK,C2CD3,TUBGCP6,RAB11FIP3,STK36,MKKS,4.442585983594267,4.441839052279532,3.3868730130508284,3.189658256681921,3.1688937491007847
TRAPPC10,PAFAH1B1,EXOC5,EXOC6,PCNT,TUBGCP5,4.436782790897034,3.2726011733128955,2.9810119958160852,2.881942400551656,2.775393628060971
PCDH15,AGBL4,PARD3,SYNE2,ZNF423,SMO,4.421286557709809,4.025564247074062,2.13571161392038,1.8807149585898344,1.7772821589126102
FBF1,EVC2,TCTN2,CEP89,TUBGCP5,SMO,4.415010542371309,4.113785555230484,3.225621911459675,3.1563516243221397,3.037016935719458
TTC12,IFT43,TCTN1,TCTN2,NPHP1,CCDC40,4.403654830910902,4.18305128068485,3.338231241250518,3.33148102769231,3.0380992367406154
EHD1,TUBA4A,EHD3,NUP62,MAPRE1,IFT46,4.401995246903942,4.347744984504402,4.309396950359771,4.114677835567567,3.6854784335967894
INTU,SPEF2,DNAH7,LCA5,MLF1,EFHC1,4.39803375700111,4.174908619712719,3.8345158364527863,3.6794756193949696,3.395719626537751
DNAH1,TTLL9,WDR35,CCDC40,C2CD3,DNAH7,4.385698599530137,4.261970932033308,4.181700386486081,3.9106534337615386,3.6950447515257916
TEKT4,TEKT2,CATIP,SPA17,RSPH9,STOML3,4.380823532776647,4.0484507887255665,2.8645939248141614,2.7436205882525937,2.4486404580816816
BBS12,BBS10,TMEM138,STIL,SPATA7,EVC2,4.363723888617274,3.7704730538211004,3.7079906211953,3.281213254721888,3.2774975511917246
HYLS1,TMEM138,IFT22,STIL,CEP89,SPA17,4.357266885057706,4.215453988254735,3.8730876250340307,3.8410540069075445,3.3809497025914848
SNX10,DPYSL2,CCSAP,FBF1,RILPL2,TMEM237,4.350235985883696,3.4315106093723298,2.9533950051242437,2.915199696119899,2.6822656188953564
EHD3,EHD1,TUBGCP3,ORC1,IFT57,TUBGCP4,4.347744984504402,4.050377914067104,3.1079153694446,2.8385254700119686,2.296871055531171
SASS6,STIL,POC1A,NUP37,NUP35,IFT22,4.290904026382286,4.0418779132326845,4.020439274474501,3.841192722816892,3.426300350863541
AK8,CCDC40,DRC1,BBS1,AGBL2,RSPH3,4.200233777787458,3.924981749038957,3.1493931703139966,2.9229629151834025,2.9172473216627117
TTC29,SPAG17,ROPN1L,RP1,NME5,DNAI1,4.195845847214384,3.912780666886846,3.8370430332670713,2.6722915126958893,2.4209651545304824
TBC1D30,SUFU,INTU,TBC1D7,TUBGCP5,DVL1,4.117756661052942,3.3413778593289933,3.1792682087681543,3.0865100384361686,3.073824157391943
MYO15A,SMO,SMO,SHH,ADCY10,GLI1,4.089152368918886,3.9741711245586413,2.9282174449567027,2.6983140907993706,2.6172505503182855
FAM161A,FUZ,ARL3,TMEM237,IFT22,PROM1,4.074391689890133,4.0576976466454315,3.8238362648590414,3.329787882070532,3.2217545981846625
CCDC28B,NUP37,SMO,SMO,TOPORS,TBC1D7,4.069679504414543,3.677190967649932,3.298153958625171,3.2702543206070387,3.194921623913472
CATIP,TEKT4,DZIP1L,TEKT2,CBY1,SPA17,4.0484507887255665,3.8321291673161246,3.7290403161996766,3.2561391248103555,3.048430216669204
MLF1,TEKT2,INTU,CEP89,B9D1,NPHP1,4.045727731956028,3.6794756193949696,3.067311106160472,2.9767821547565356,2.921802816355796
SPATA7,BBIP1,PKD1,CEP83,BBS12,KIAA0586,4.041218039208598,3.5315258817550568,3.521831439097897,3.281213254721888,3.210466877274175
DNAH2,DNAH10,DNAI1,HYDIN,DNAH11,DNAH9,4.013774758519413,3.9403681576450964,3.8894380489580667,3.8169078885297734,3.681503997737899
RTTN,CEP290,IQCB1,ALMS1,C2CD3,CROCC,3.978808710319922,3.1967010776334543,3.089021895274132,2.908717508720258,2.9038301393778516
PTPN23,UNC119B,MARK4,PRKACA,PRKACA,STK36,3.9172977254789445,3.4030916732190284,3.3609534135046832,3.343572527729297,3.3150133968554902
MAK,CC2D2A,IFT46,BBS5,BBS5,TTC8,3.90899675154819,3.4784646429178885,2.882876181199709,2.882207685592963,2.8611838649137953
MDM1,TMEM237,CEP83,KIAA0586,MKKS,TCTN1,3.885859308224702,3.7554986737991314,3.6491862953020275,3.5531443997621404,3.1902231318214365
STOML3,RSPH4A,TEKT2,RSPH1,B9D1,ZMYND10,3.867211774893319,3.6527625430753985,3.0110740131513394,2.765019732142522,2.4674187154707212
DVL1,RILPL1,SNAP29,B9D2,BBS5,TUBGCP6,3.8577517378469146,3.634207809067903,3.548874222772058,3.4624268056575573,3.349318540936979
CEP131,RAB23,INPP5E,TTLL3,CBY1,CCDC40,3.838698858320391,3.745345065758596,3.4802220803371693,3.3392204841233073,3.283462900601184
RAB23,CEP131,SMO,WDR35,BBS4,DNAAF2,3.838698858320391,3.0249840147980365,2.8807121649076852,2.8745397870519036,2.756900830895867
RP1,TTC29,SPAG17,SYNE2,HYDIN,HYDIN,3.8370430332670713,3.722765226867004,3.101889883558114,2.7739954534718785,2.757283063303238
LCA5,INTU,CEP19,IFT43,MKKS,ALMS1,3.8345158364527863,3.8022711615371874,3.5207794412686377,3.2795075970621195,3.0672133074073376
GPR161,SMO,SMO,EVC2,CCP110,HYLS1,3.8343294489670585,3.688597406696516,3.1892561311013043,3.00897785175427,2.8342833087759667
DZIP1L,CCDC40,CATIP,IFT140,CLUAP1,C2CD3,3.83263037872077,3.8321291673161246,3.5325026078164674,3.2482615474510705,3.2325182883704406
STK36,RSPH3,WDR35,IFT140,TMEM67,KIF3B,3.7736826487559405,3.568149391863216,3.525912814691779,3.5167559441041716,3.353116578290047
CEP72,STIL,TMEM138,AKAP3,CEP89,TMEM237,3.718328663527749,3.42808686566564,2.569412481599493,2.480770842938445,2.3912629245514774
VHL,NIN,PCNT,CEP250,EXOC3,CEP97,3.68356625682679,3.1156972240736986,3.0807696070279764,3.030258696199396,3.011799547427963
RPGR,RFX3,CEP162,ARL13B,TBC1D30,TRAF3IP1,3.6822528940004546,2.989253112159255,2.6720776020884047,2.5872118387868084,2.58236770175886
DZIP1,BBS7,TTC21B,IFT172,PKD1,TTBK2,3.6651256366906186,3.5791237648768504,3.3771108879833105,3.366770714609882,3.2021930985542886
LZTFL1,EFHC1,CCP110,C2CD3,DNAAF2,IFT22,3.6272899348931724,3.401329798230496,3.2743328761141495,3.12631813391216,2.721742411627826
GSN,DPYSL2,RAB14,FLNA,AVIL,ACTR3,3.600670210933311,3.181780653222787,2.5521944771020078,2.3777841176909087,2.1283682624252904
NEK4,OCRL,C2CD3,HTT,HTT,CEP89,3.5573143947948265,3.011288077658342,2.9366285253232896,2.933286047289562,2.9059103858695736
SHH,SMO,SMO,MYO15A,DVL1,TBC1D30,3.478973797451268,3.456244946821917,2.9282174449567027,2.154523711279184,2.0718558464840084
ABLIM3,RAB11FIP3,GLI3,ABLIM1,MYO7A,SNAP29,3.4398044045427523,3.341613770722988,2.9985700405670075,2.3766070009961915,2.293547108634304
SSX2IP,C2CD3,HTT,RPGRIP1L,EXOC5,CCSAP,3.4396841659837314,3.401000579683675,2.9705831290994658,2.525245196553599,2.5221588810236297
CCSAP,SNX10,CEP97,TRIM32,SCLT1,CCP110,3.4315106093723298,3.363346462785351,2.929927036175659,2.7824831220517723,2.542270919075656
RILPL2,KIAA0586,SNX10,SPATA7,TMEM237,SNAP29,3.4071908856601167,2.915199696119899,2.3419022068612567,2.2680959487901475,2.2463051682435013
MARK4,PTPN23,PRKACA,RAB11FIP3,PRKACA,GSK3B,3.4030916732190284,3.117164911992003,3.0554087877035525,3.048978360103951,2.8661006812159293
KIF27,DNAH1,DNAH5,IFT88,NPHP3,EFHC1,3.3798574707098146,3.302664573392173,3.2317343450935683,3.059811087581059,2.724224937110245
RAB3IP,CEP97,STX3,OFD1,FNBP1L,CEP135,3.375275712732737,3.1328250146915506,3.116453843537859,2.581608283798814,2.5043400940105274
FLNA,EHD1,CTNNB1,PARVA,ACTR2,GSN,3.3606176650194044,3.048302999555433,2.859933301393506,2.702647888825757,2.5521944771020078
RPGRIP1,SPA17,SPTBN5,CATIP,USH2A,CC2D2A,3.3437181280275747,3.010807661733827,2.5276232833793024,2.405350503226377,2.0951709746891076
SYNE2,PCM1,ABLIM1,RP1,FNBP1L,PROM1,3.3260399128369773,3.129252971336167,3.101889883558114,2.8996748794665534,2.8935457825614477
HTR6,EVC2,BBS10,STIL,TCTN2,ALMS1,3.2771965333596413,2.5311611839533135,2.3776234409760657,2.34668513510039,2.111370370734605
ADCY3,DVL1,PDZD7,RILPL1,SUFU,AVIL,3.2252869467782483,2.8290682270208896,2.1996282364222055,1.9646148187662236,1.9486678530927657
PROM1,FAM161A,PARVA,CC2D2A,SYNE2,CBY1,3.2217545981846625,2.9570271229116125,2.9233726825727038,2.8935457825614477,2.324151298328041
STX3,RAB3IP,SUFU,CEP89,SNAP29,POMK,3.1328250146915506,1.9587046480544559,1.841078295251561,1.7407194051270642,1.6204582994283294
TTLL6,BBS4,DNAH1,POC1B,DNAL1,DRC1,3.119567920353951,2.8026687994091204,2.7347581420503575,2.457751558527754,2.4212480743372025
MCHR1,TMEM237,BBS10,TCTN2,TCTN1,PDZD7,3.0879777903199956,2.7387296039227973,2.0759099280377793,1.983623047976247,1.9692516487905651
DRD1,DRD5,NUP35,BBIP1,CEP89,PLA2G3,3.0721581491788577,2.69745004147702,1.9099952586278797,1.8876953034509283,1.6103167084598242
DRD5,DRD1,PDZD7,PLA2G3,CDH23,SMO,3.0721581491788577,1.556003777984293,1.5254125234564895,1.3926643100304683,1.3681408883603077
NPHP3,KIF27,OCRL,BBS5,TUBGCP5,STK36,3.059811087581059,2.7838905115999197,2.7408802150674583,2.6936568579001055,2.686522492184846
NME8,TMEM138,TBC1D30,CBY1,ROPN1L,WDPCP,3.0537095700040813,2.0296340196552993,1.6509156135962275,1.6467305143811728,1.5000855560592863
NINL,SMO,SMO,RAB11FIP3,ZNF423,EVC2,3.0526389987224976,3.033252626126875,2.5210687548103583,2.4762868194313734,2.2348094626764463
KIF7,TMEM138,TMEM237,TCTN2,MYO15A,EVC2,3.0288915294465966,2.8137521480147036,2.3798857542885226,2.3383243221357812,2.3196967218638824
SPTBN5,RPGRIP1,SMO,DVL1,MYO15A,CCDC13,3.010807661733827,2.802032507149786,2.188587175372194,2.1648149484962445,1.9899988699057232
SSTR3,NUP35,SMO,SMO,GLIS2,SHH,2.9581019442229217,2.3858289908547747,2.301598544404828,1.6192659551854685,1.57026435062513
PARVA,PROM1,TTC17,FLNA,TRIP11,PARD6A,2.9570271229116125,2.9553554373667223,2.859933301393506,2.7975893338575646,2.740165647749168
ADCY10,OCRL,TUBGCP4,MYO15A,DNAH1,BBS5,2.889692499943128,2.885272681304298,2.6983140907993706,2.438591716560949,2.054765914935396
NEK8,PTPN23,BBS5,TRAF3IP1,XPNPEP3,KIF3B,2.8730759205159733,2.7736133085475023,2.731531686602033,2.662980690742044,2.4595298814926174
GLIS2,ODF2,SMO,SMO,EVC2,DVL1,2.868653754089705,2.666340742941031,2.552696489794277,2.325093542352918,2.2754449803974013
GNAT1,GNAT2,RHO,USH2A,TULP1,RP1,2.8615854540055716,1.0912739847956576,0.9124157583942315,0.6864263974352585,0.3125551300781151
GNAT2,GNAT1,TULP1,PTPN23,CC2D2A,NEK2,2.8615854540055716,2.6889450696642614,2.0872920204820167,0.7592465689799003,0.2493902555902623
KIF24,AGBL2,CCDC40,TTLL6,SASS6,TTLL9,2.8235531799552898,2.506780339164798,2.35444331935916,2.2513482977906323,2.1579069780041418
DCDC2,SPAG17,HNF1B,POMK,INVS,RPGRIP1L,2.8084727038854207,2.2338345289163586,1.995370177945296,1.7979846470802616,1.7781606846814055
USH1G,SMO,PLA2G3,SMO,PTPN23,INTU,2.769282209084518,2.755726852184768,2.72783548146629,2.3031664903999314,2.090647006925491
PLA2G3,USH1G,SMO,TBC1D7,CCDC28B,ABLIM3,2.755726852184768,2.754637140510443,2.4508928555087697,1.970805765060029,1.8853197074540047
ZNF423,TCTN2,NINL,VHL,HAP1,TRIM32,2.731742582205367,2.4762868194313734,2.1156573734275974,2.0039630845288365,1.9468658942541464
TULP1,GNAT2,CC2D2A,TTLL9,TULP3,SPTBN5,2.6889450696642614,2.177393501326124,1.982534261672316,1.9512525087459354,1.857972007056016
CCDC13,CC2D2A,B9D2,KIF27,DNAAF2,CATIP,2.6835257528248855,2.642660608395664,2.526759146524789,2.505798337398322,2.488751576639442
PTCH1,RILPL1,TRAPPC10,GLI2,CEP162,GLI1,2.6522329081609337,2.355151416838935,2.287748065092142,2.18054331585494,2.1580471724352144
AVIL,PARD6A,IFT46,ARL6,TULP3,EHD1,2.646737152501209,2.622648621085794,2.6038851108705137,2.5339855361706514,2.5100645946477638
RAB17,TCTN1,TMEM138,CABYR,MAL,IFT22,2.642677811192154,2.4152183101758995,2.3839944391991374,2.1562027304356635,2.11062900020433
AKAP3,TAS2R43,CEP72,NOTO,HAVCR1,EVC,2.618179769697564,2.569412481599493,2.487295876200398,2.4866273805936525,2.3519066500753483
TAS2R43,AKAP3,PKD1L1,HAVCR1,EVC,CRB3,2.618179769697564,2.5287581567024673,2.406592687363988,1.9221616862080622,1.9035579660865063
HNF1B,TMEM237,SCLT1,DCDC2,TCTN1,CBY1,2.615726412281605,2.399015300391925,2.2338345289163586,2.159143912874353,1.9861129679310259
KIF19,IFT46,DNALI1,CCDC40,EFHC1,NUP62,2.5847008122449755,2.059928724000202,2.008321002557053,1.5503991438189284,1.4302105494465174
MAL,SPATA7,SPATA7,SNX10,SNX10,MDM1,2.549536590340227,2.490708976946613,2.4793445516319377,2.446588266901403,2.224207543589757
NOTO,AKAP3,CABYR,HAVCR1,RAB17,MCIDAS,2.487295876200398,1.8389096647044412,1.8126425635691032,1.7696142603715512,1.5795333692871443
HAVCR1,AKAP3,TAS2R43,EVC,PKD1L1,NOTO,2.4866273805936525,2.406592687363988,2.2911224054965684,1.8543038374648106,1.8126425635691032
KIF17,BBS5,IFT140,IFT46,POC1A,IFT22,2.4214527204657714,2.29700472743922,1.9699348036265807,1.885182647182586,1.839648660462255
CABYR,RAB17,CRB3,EVC,AKAP4,NOTO,2.3839944391991374,2.2225716159291364,2.156521599682492,1.8665461233496647,1.8389096647044412
CRB3,CABYR,TAS2R43,HAVCR1,PARD6A,DISC1,2.2225716159291364,1.9035579660865063,1.776886271406802,1.7009115325591682,1.6669105212985602
CNGB1,RILPL1,USH2A,AGBL4,MAK,TULP1,2.1994843868743543,1.3656854724482848,1.3500927226105053,1.1954012681850867,1.128206576168444
MCIDAS,CCNO,AKAP3,HAVCR1,NOTO,CABYR,2.198201516158929,2.13052044737523,1.6729269817592707,1.5795333692871443,1.3870066345444085
CCNO,MCIDAS,TMEM237,DNALI1,CCSAP,TEKT2,2.198201516158929,1.7000774517241943,1.6369112041802156,1.2361874824169243,1.0943293804168936
CDH23,TBC1D30,SYNE2,GLI3,TBC1D7,SMO,2.1404066360514404,1.8728071681762084,1.780408207540102,1.7174459301034426,1.6767108422106274
HAP1,ZNF423,TMEM237,AKAP3,NINL,BBS10,2.0039630845288365,1.8393704145083933,1.65183405879054,1.6380350889004665,1.4013658770351034
CLDN2,HNF1B,TCTN1,MDM1,EVC,KIAA0586,1.9294749038298524,1.5604567073236164,1.5567433397602124,1.503082522645202,1.482359158836088
PKD2L1,PKD2,PKD2,DRD2,MYO7A,DPCD,1.9098958902832246,1.749456944664278,1.1484773348950748,1.1087269210695785,1.0884905332441215
OXCT2,PARD6A,BBS1,TMEM138,WDR35,PLK1,1.8733128699880477,1.8674624707021859,1.625101557580345,1.1936639672609344,1.024530777825466
AKAP4,RAB17,CABYR,AKAP3,TAS2R43,MAL,1.8720245157021413,1.8665461233496647,1.8336757692348031,1.6326542328521423,1.5973404031963332
SCNN1A,RAB17,PARD3,MKKS,RAB3IP,UMOD,1.8229906790245916,1.6742672403527046,1.3468133778186635,1.2903776402952274,1.0168476399517583
PGAM4,SMO,SMO,PRKACA,PRKACA,ORC1,1.8204089476116059,1.7916636365215448,1.3163474788010943,1.2541773873737525,1.0406476799959732
DISC1,PKD1L1,ALMS1,TAS2R43,CRB3,KIAA0586,1.8161418399116465,1.8063466531042929,1.7107866469779374,1.6669105212985602,1.635705774058996
CNGA4,BBS5,CNGA2,IFT140,PDE6D,BBS4,1.808392186876844,1.7543635411931406,1.5376110280017055,1.40190417035919,1.3846251599530308
USH1C,PLA2G3,SMO,MLF1,NUP37,TBC1D7,1.8073644612161628,1.705199750553789,1.2700524446263084,1.258682776364991,1.2566772895447542
TEKT5,SUFU,CBY1,GLIS2,PLA2G3,TBC1D7,1.7818375885434974,1.6202280809776184,1.6060517331635014,1.6007907663528167,1.4479865203709568
RHO,RP1,CEP19,FUZ,WDPCP,USH2A,1.7589021912569216,1.5186612949098497,1.2304121796514598,1.2252579960277106,1.1612457519307704
CNGA2,CNGA4,SNAP25,MYO7A,PDE6D,PARD6A,1.7543635411931406,1.3623059786743972,1.2670559848480343,1.128168363493848,1.0637933454959603
SLC47A2,ATP6V1D,STK38L,NPHP3,ACTR3,TRAPPC3,1.6031064923868255,1.3402173947769445,0.9079360224786239,0.7694559781671193,0.7437991148658382
ROPN1B,FAM161A,TBC1D7,FBF1,SMO,SMO,1.352522711255033,1.2530488253633147,0.813576119866022,0.7590815140074874,0.7584130184007417
PKHD1,DCDC2,EVC,HNF1B,RP1,RP1,1.3324519179382361,0.5020196790585825,0.2565318391270013,0.17875863528263183,0.16538872314771966
DRD2,NUP35,DRD1,PDZD7,SPA17,PKD2L1,1.3176174965608827,1.2558021687471888,1.1758468050609783,1.149323040041337,1.1484773348950748
UMOD,RP1,SCNN1A,SPA17,HNF1B,IQCB1,1.2587198423560493,1.0168476399517583,0.986602618642552,0.9491668646647978,0.8471230392909789
NGFR,MAL,BBIP1,ALMS1,NIN,PKD1,1.2566353319997443,1.1115701301925287,0.8749226854045826,0.7058096112706314,0.68330762910956
TPPP2,RPGRIP1,CEP41,STK36,BBS12,TAS2R43,0.9307900244639518,0.9028529339826864,0.7526922634884443,0.6511167931445541,0.4530956680031115
